PCAT;PCAT_CL;PCAT_EE;PCAST;PCAST_CL;PCAST_EE;PANG;PANG_CO;PANG_CE;PANG_EE;PCAT_CO;PCAST_CO;GENERE;MES_NAIXEMENT;ANY_NAIXEMENT;AREA_TERRITORIAL;NATURALESA;HÀBITAT
69,8;81,82;44,44;75,63;81,82;61,11;41,25;35,71;37,5;66,67;88,89;88,89;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
87,35;86,36;83,33;67,8;77,27;50;53,75;64,29;37,5;83,33;100;77,78;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
69,22;79,55;55,56;71,69;77,27;61,11;48,75;42,86;37,5;100;66,67;77,78;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
61,64;72,73;38,89;60,1;59,09;44,44;38,75;42,86;37,5;33,33;77,78;100;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
71,69;77,27;61,11;63,59;72,73;44,44;43,33;42,86;41,67;50;77,78;77,78;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
56,64;72,73;38,89;44,44;50;22,22;45,42;35,71;45,83;66,67;44,44;77,78;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
84,07;90,91;72,22;72,88;84,09;50;58,75;42,86;62,5;83,33;88,89;88,89;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
44,39;45,45;33,33;47,65;63,64;16,67;40;35,71;50;16,67;66,67;66,67;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,43;88,64;55,56;70,23;70,45;66,67;48,33;35,71;41,67;100;77,78;77,78;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
35,83;50;16,67;43,71;59,09;16,67;31,67;21,43;33,33;50;33,33;55,56;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
84,29;86,36;88,89;75,3;77,27;66,67;63,75;50;62,5;100;66,67;88,89;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
63,74;61,36;61,11;75,25;72,73;77,78;49,58;42,86;54,17;50;77,78;77,78;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
26,69;27,27;27,78;21,64;22,73;5,56;42,92;35,71;45,83;50;22,22;55,56;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
92,5;100;83,33;87,35;86,36;83,33;97,5;92,86;100;100;88,89;100;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
97,73;95,45;100;95,45;90,91;100;95,42;92,86;95,83;100;100;100;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,23;65,91;72,22;77,58;81,82;66,67;48,33;50;41,67;66,67;100;88,89;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
97,73;95,45;100;87,68;90,91;77,78;97,5;100;100;83,33;100;100;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,45;90,91;66,67;81,19;81,82;72,22;91,25;100;87,5;83,33;77,78;100;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,57;86,36;61,11;71,97;77,27;66,67;41,67;35,71;58,33;0;100;66,67;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,64;77,27;100;87,3;81,82;94,44;97,92;100;95,83;100;100;88,89;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
90,23;95,45;83,33;90,91;81,82;100;91,25;92,86;87,5;100;88,89;100;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,08;81,82;83,33;87,3;81,82;94,44;85,83;92,86;91,67;50;100;88,89;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
71,69;77,27;61,11;68,81;68,18;61,11;70;71,43;75;50;77,78;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,67;75;83,33;74,32;63,64;83,33;57,5;85,71;50;16,67;100;88,89;H;9;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,29;86,36;88,89;80,48;68,18;94,44;83,33;71,43;91,67;83,33;100;88,89;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,57;90,91;88,89;90,23;95,45;83,33;88,75;92,86;87,5;83,33;100;88,89;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,11;100;88,89;88,28;95,45;77,78;95,42;100;95,83;83,33;100;88,89;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,3;81,82;94,44;86,16;79,55;94,44;97,5;92,86;100;100;88,89;88,89;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
95,45;90,91;100;97,73;95,45;100;97,5;100;100;83,33;100;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
100;100;100;97,73;95,45;100;97,5;100;100;83,33;100;100;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,84;95,45;88,89;91,52;86,36;100;97,92;100;95,83;100;100;88,89;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,96;86,36;88,89;93,51;90,91;94,44;95;92,86;100;83,33;77,78;100;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,3;81,82;94,44;86,77;84,09;94,44;82,5;100;75;66,67;88,89;77,78;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
77,25;77,27;72,22;83,13;81,82;77,78;86,25;100;87,5;50;88,89;100;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,11;100;88,89;91,24;86,36;94,44;97,92;100;95,83;100;100;100;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,57;90,91;88,89;89,57;86,36;94,44;97,92;100;95,83;100;100;88,89;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,84;95,45;88,89;73,89;75;61,11;84,17;85,71;83,33;83,33;100;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
77,25;77,27;72,22;68,03;72,73;66,67;52,5;64,29;50;33,33;88,89;55,56;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,9;90,91;55,56;67,02;81,82;55,56;50;71,43;50;0;100;44,44;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
;;;75,91;81,82;66,67;;;;;;77,78;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
98,06;100;94,44;94,39;95,45;100;97,5;100;100;83,33;100;77,78;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
94,44;100;88,89;86,01;90,91;77,78;87,92;78,57;95,83;83,33;88,89;88,89;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,95;90,91;83,33;77,2;72,73;83,33;85,83;92,86;91,67;50;88,89;77,78;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,11;100;88,89;91,52;86,36;100;97,5;100;100;83,33;100;88,89;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,62;90,91;83,33;86,06;95,45;66,67;100;100;100;100;100;100;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,11;100;88,89;85,96;86,36;88,89;88,33;85,71;91,67;83,33;100;77,78;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,84;90,91;94,44;89,24;81,82;100;90,42;78,57;95,83;100;88,89;88,89;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
68,54;68,18;55,56;69,75;77,27;55,56;46,67;35,71;58,33;33,33;100;77,78;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,57;90,91;88,89;81,74;81,82;83,33;89,17;100;83,33;83,33;100;77,78;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,57;90,91;88,89;88,43;84,09;94,44;71,67;78,57;58,33;100;100;88,89;D;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
77,85;81,82;72,22;79,19;77,27;77,78;84,58;92,86;79,17;83,33;77,78;88,89;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,69;77,27;94,44;71,26;63,64;88,89;84,58;85,71;79,17;100;66,67;55,56;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
90,23;95,45;83,33;81,46;81,82;77,78;75,83;85,71;66,67;83,33;88,89;88,89;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
72,07;86,36;44,44;74,87;88,64;44,44;88,75;92,86;87,5;83,33;88,89;100;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
95,78;95,45;94,44;93,18;86,36;100;100;100;100;100;100;100;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,84;95,45;88,89;78,46;86,36;72,22;85,83;85,71;91,67;66,67;100;66,67;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,84;95,45;88,89;74,32;63,64;83,33;95,83;100;91,67;100;100;88,89;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
95,45;90,91;100;91,24;86,36;94,44;97,92;100;95,83;100;100;100;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,68;90,91;77,78;91,89;95,45;83,33;97,92;100;95,83;100;100;100;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
95,78;95,45;94,44;82,4;90,91;72,22;93,33;100;91,67;83,33;100;77,78;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
94,44;100;88,89;76,92;72,73;77,78;86,67;100;83,33;66,67;88,89;88,89;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
100;100;100;93,51;90,91;94,44;97,92;100;95,83;100;100;100;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
97,73;95,45;100;92,12;90,91;100;90,83;92,86;91,67;83,33;100;77,78;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
92,7;93,18;88,89;91,57;90,91;88,89;90,42;100;95,83;50;100;100;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,95;90,91;83,33;71,99;54,55;94,44;93,33;100;91,67;83,33;88,89;77,78;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,36;72,73;100;83,03;72,73;100;77,08;78,57;79,17;66,67;100;77,78;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
97,73;95,45;100;87,68;90,91;77,78;93,33;92,86;91,67;100;100;100;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,41;81,82;50;72,42;68,18;66,67;70;57,14;75;83,33;100;100;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
89,62;90,91;83,33;84,39;95,45;66,67;81,25;85,71;87,5;50;100;88,89;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
85,68;86,36;83,33;70,43;63,64;72,22;89,17;100;83,33;83,33;88,89;88,89;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
66,54;63,64;61,11;66,82;63,64;66,67;55;50;50;83,33;88,89;77,78;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
85,73;90,91;72,22;83,74;86,36;77,78;82,08;92,86;79,17;66,67;100;88,89;D;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
95,45;90,91;100;90,98;88,64;100;93,33;100;91,67;83,33;100;77,78;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,86;77,27;77,78;77,85;81,82;72,22;46,25;50;37,5;66,67;66,67;77,78;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
85,73;90,91;72,22;86,21;84,09;83,33;95;100;100;66,67;100;100;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
69,8;81,82;44,44;72,3;81,82;61,11;48,75;28,57;62,5;50;88,89;66,67;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,34;95,45;72,22;85,73;90,91;72,22;84,17;92,86;83,33;66,67;88,89;100;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
80,13;86,36;72,22;68,31;72,73;72,22;85,42;85,71;95,83;50;77,78;44,44;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
97,73;95,45;100;87,68;90,91;77,78;95,42;100;95,83;83,33;100;100;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
74,55;84,09;50;79,8;81,82;77,78;97,92;100;95,83;100;100;77,78;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
71,69;77,27;61,11;75,63;81,82;61,11;90;71,43;100;100;77,78;88,89;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
38,26;43,18;33,33;36,24;36,36;27,78;37,5;21,43;50;33,33;33,33;55,56;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
71,89;70,45;66,67;69,14;72,73;55,56;56,25;57,14;62,5;33,33;88,89;88,89;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,52;81,82;72,22;79,8;81,82;77,78;64,58;57,14;79,17;33,33;88,89;77,78;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
43,36;27,27;61,11;54,44;50;55,56;39,58;42,86;29,17;66,67;55,56;66,67;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,52;81,82;72,22;83,13;81,82;77,78;88,33;100;91,67;50;88,89;100;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,57;86,36;61,11;75,58;77,27;72,22;71,25;78,57;62,5;83,33;100;77,78;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
90,23;95,45;83,33;83,46;86,36;72,22;90,83;92,86;91,67;83,33;88,89;100;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
36,89;45,45;16,67;54,22;54,55;38,89;32,08;21,43;29,17;66,67;55,56;88,89;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
87,2;97,73;66,67;84,67;95,45;72,22;95;100;100;66,67;100;77,78;H;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
72,02;81,82;55,56;81,46;81,82;77,78;35,83;21,43;41,67;50;77,78;88,89;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,52;81,82;72,22;81,46;81,82;77,78;68,75;64,29;62,5;100;88,89;88,89;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
91,89;95,45;83,33;87,68;90,91;77,78;93,33;100;91,67;83,33;100;100;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
71,74;81,82;50;70,76;68,18;66,67;86,25;78,57;87,5;100;88,89;88,89;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,34;95,45;72,22;72,42;68,18;66,67;77,5;85,71;75;66,67;88,89;100;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
51,57;40,91;55,56;60,33;54,55;61,11;69,58;57,14;79,17;66,67;77,78;77,78;D;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
68,96;81,82;61,11;56,59;68,18;50;67,5;64,29;75;50;44,44;33,33;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
87,95;90,91;83,33;83,96;81,82;94,44;89,17;92,86;83,33;100;88,89;66,67;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
92,7;93,18;88,89;86,01;90,91;77,78;93,33;100;91,67;83,33;100;88,89;D;9;2010;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,53;72,73;83,33;76,14;77,27;83,33;88,75;85,71;87,5;100;66,67;55,56;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,85;86,36;66,67;76,64;72,73;72,22;93,33;100;91,67;83,33;88,89;100;D;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
77,9;86,36;61,11;73,64;77,27;66,67;95;92,86;100;83,33;88,89;77,78;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
81,52;86,36;66,67;77,85;81,82;72,22;93,75;100;87,5;100;100;77,78;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
89,62;90,91;83,33;89,62;90,91;83,33;92,92;100;95,83;66,67;100;100;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
82,17;95,45;55,56;70,08;81,82;50;76,25;64,29;87,5;66,67;100;77,78;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
89,62;90,91;83,33;91,52;86,36;100;97,92;100;95,83;100;100;88,89;H;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
69,67;70,45;55,56;79,85;86,36;66,67;72,92;85,71;70,83;50;100;88,89;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
94,65;93,18;94,44;71,97;77,27;66,67;88,33;85,71;91,67;83,33;100;66,67;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
72,78;75;72,22;63,76;63,64;72,22;52,92;42,86;45,83;100;66,67;44,44;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
66,54;63,64;61,11;85,73;90,91;72,22;82,92;71,43;95,83;66,67;88,89;100;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
81,52;86,36;66,67;77,25;77,27;72,22;87,92;78,57;95,83;83,33;100;88,89;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
56,29;65,91;33,33;53,38;54,55;55,56;39,17;50;33,33;33,33;77,78;44,44;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
81,31;93,18;61,11;77,25;77,27;72,22;62,5;50;75;50;88,89;88,89;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
64,72;75;44,44;71,04;68,18;72,22;42,08;50;29,17;66,67;77,78;77,78;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
53,48;63,64;33,33;55,43;63,64;38,89;44,58;21,43;54,17;66,67;66,67;66,67;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
87,35;86,36;83,33;76,59;68,18;83,33;84,58;85,71;79,17;100;100;88,89;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
45,4;36,36;44,44;53,96;56,82;44,44;48,33;57,14;41,67;50;77,78;66,67;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,96;86,36;55,56;74,04;63,64;77,78;82,5;92,86;75;83,33;88,89;100;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
95,78;95,45;94,44;85,68;86,36;83,33;100;100;100;100;100;88,89;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
88,28;95,45;77,78;84,9;90,91;88,89;71,25;42,86;87,5;83,33;88,89;55,56;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
93,84;95,45;88,89;80,13;86,36;72,22;93,33;92,86;91,67;100;100;77,78;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
63,89;50;77,78;56,11;50;55,56;95,42;100;95,83;83,33;77,78;77,78;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
97,73;95,45;100;85,68;86,36;83,33;97,92;100;95,83;100;100;88,89;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
76,39;75;77,78;71,04;68,18;72,22;67,5;85,71;50;83,33;77,78;77,78;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
69,55;84,09;50;60,28;50;72,22;72,92;85,71;70,83;50;66,67;66,67;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
83,13;81,82;77,78;89,62;90,91;83,33;78,75;64,29;87,5;83,33;100;100;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
80,38;84,09;66,67;83,46;86,36;72,22;67,5;78,57;50;100;100;100;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
52,65;38,64;66,67;56,39;50;61,11;44,17;35,71;33,33;100;66,67;66,67;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,57;86,36;61,11;78,26;68,18;83,33;84,17;78,57;83,33;100;100;100;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
95,78;95,45;94,44;95,45;90,91;100;100;100;100;100;100;100;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
93,84;95,45;88,89;94,12;95,45;94,44;93,33;100;91,67;83,33;100;88,89;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
82,73;95,45;66,67;83,13;81,82;77,78;55;50;50;83,33;77,78;100;H;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,34;95,45;72,22;85,35;81,82;88,89;97,92;100;95,83;100;88,89;88,89;D;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
90,23;95,45;83,33;89,57;86,36;94,44;100;100;100;100;88,89;88,89;H;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,3;77,27;66,67;67,75;72,73;61,11;52,5;57,14;50;50;88,89;66,67;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
90,23;95,45;83,33;77,25;77,27;72,22;77,5;71,43;75;100;88,89;88,89;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,94;100;72,22;75,96;86,36;55,56;90,42;85,71;95,83;83,33;77,78;88,89;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
77,58;81,82;66,67;83,46;86,36;72,22;80;78,57;75;100;88,89;100;H;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
70,71;63,64;77,78;64,6;63,64;55,56;39,17;35,71;33,33;66,67;77,78;88,89;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
87,3;81,82;94,44;74,32;63,64;83,33;93,33;92,86;91,67;100;88,89;88,89;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
83,54;93,18;72,22;78,91;77,27;72,22;56,25;42,86;62,5;66,67;77,78;100;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
63,96;56,82;77,78;60,33;54,55;61,11;54,17;42,86;58,33;66,67;55,56;77,78;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
88,28;95,45;77,78;83,13;81,82;77,78;97,5;100;100;83,33;88,89;100;D;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
77,15;68,18;94,44;95,45;90,91;100;75;64,29;75;100;66,67;100;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
93,51;90,91;94,44;82,8;77,27;83,33;92,92;92,86;95,83;83,33;100;100;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,06;95,45;66,67;89,62;90,91;83,33;81,25;64,29;87,5;100;100;100;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
84,44;100;55,56;78,59;72,73;77,78;92,92;100;95,83;66,67;100;100;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
56,67;50;66,67;65,15;63,64;66,67;64,17;71,43;58,33;66,67;55,56;66,67;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
73,31;72,73;72,22;68,43;59,09;77,78;60,42;57,14;70,83;33,33;77,78;77,78;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
69,75;77,27;55,56;75,2;68,18;88,89;67,5;78,57;50;100;77,78;66,67;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
83,46;86,36;72,22;73,64;77,27;66,67;90,83;85,71;91,67;100;100;77,78;D;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,03;77,27;61,11;77,58;81,82;66,67;70,42;64,29;70,83;83,33;100;88,89;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,35;81,82;55,56;85,4;86,36;77,78;67,08;35,71;79,17;100;100;100;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
92,22;100;77,78;87,35;86,36;83,33;88,33;92,86;91,67;66,67;100;100;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
48,89;50;44,44;51,72;54,55;55,56;76,67;64,29;83,33;83,33;55,56;33,33;H;9;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
93,84;95,45;88,89;84,87;88,64;77,78;90,83;92,86;91,67;83,33;100;88,89;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
77,58;81,82;66,67;91,24;86,36;94,44;76,25;50;87,5;100;88,89;100;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
42,8;52,27;33,33;56,04;68,18;38,89;31,67;14,29;33,33;66,67;33,33;55,56;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
